POSTCODE;SIZE;NUMBER_OF_ROOMS;PRICE;COORDINATES;ZBEZ
1050;43;1;779;48.18684,16.35159;0503
1050;43;1;779;48.18684,16.35159;0503
1140;44;2;779;48.2007557,16.3067049;1401
1100;45;2;779;48.17087152,16.37219972;1005
1220;46;2;779;48.2497327,16.4521365;2208
1220;46;2;779;48.2497327,16.4521365;2208
1220;46;2;779;48.2497327,16.4521365;2208
1220;46;2;779;48.2497327,16.4521365;2208
1220;46;2;779;48.2497327,16.4521365;2208
1220;46;2;779;48.2522597,16.4269817;2125
1220;46;2;779;48.2522597,16.4269817;2125
1220;46;2;779;48.2479305,16.4857998;2202
1110;48;2;779;48.1747833,16.4017769;1104
1110;48;2;779;48.1747833,16.4017769;1104
1220;48;2;779;48.23582505,16.47770316;2206
1110;48;2;779;48.1747205,16.4018425;1104
1110;48;2;779;48.1747205,16.4018425;1104
1160;48;2;779;48.2053496,16.3077203;1607
1230;48;2;779;48.14408006,16.29151928;2307
1140;48;2;779;48.2002552,16.3137157;1401
1200;49;2;779;48.2404368,16.37453644;2007
1200;49;2;779;48.2404368,16.37453644;2007
1210;51;2;779;48.296254,16.4370236;2101
1210;51;2;779;48.28307285,16.41212802;2111
1210;51;2;779;48.2963063,16.4327891;2103
1110;76;2;778.97;48.17708329,16.4113331;1103
1220;46;2;778.8;48.24917959,16.43014399;2210
1110;49;2;778.72;48.16704426,16.42502769;1113
1110;49;2;778.72;48.16704426,16.42502769;1113
1230;49;2;778.57;48.1557,16.3039;2308
1220;56;2;778.31;48.2154156,16.5019023;2227
1220;56;2;778.31;48.2155748,16.5030226;2227
1220;52;2;778.27;48.2564302,16.4485124;2208
1210;89;3;778.27;48.2867,16.43435;2103
1030;70;3;778.24;48.194113,16.395355;0305
1030;70;3;778.24;48.194113,16.395355;0305
1210;42;2;778.22;48.2631493,16.3984999;2121
1210;42;2;778.22;48.2631427,16.39852;2121
1220;55;2;778.22;48.22336,16.48982;2205
1100;48;2;778.21;48.17087152,16.37219972;1005
1100;48;2;778.21;48.17087152,16.37219972;1005
1210;47;2;778.13;48.25319,16.41191;2123
1030;43;2;778;48.1958348,16.3984411;0306
1100;64;2;778;48.1663956,16.3453679;1012
1100;64;2;777.99;48.1663956,16.3453679;1012
1050;47;2;777.89;48.18732743,16.35595993;0503
1140;39;2;777.8;48.19977,16.30804;1401
1210;38;2;777.79;48.2518877,16.3926634;2122
1060;58;2;777.6;48.19080636,16.34081525;0603
1100;48;2;777.39;48.17115243,16.35783639;1010
1150;47;2;777.15;48.1879999,16.3335888;1504
1210;50;2;777.11;48.2638,16.4194;2107
1020;53;2;777.1;48.21685028076172,16.40601921081543;0206
1100;67;2;777.1;48.17087152,16.37219972;1005
1200;41;2;777;48.24542614,16.37472747;2001
1080;63;2;776.92;48.21359616,16.34716408;0801
1230;36;1;776.69;48.1343351,16.2747811;2311
1090;47;2;776.65;48.22887676,16.35242738;0904
1200;41;2;776.64;48.2457454,16.3728327;2004
1200;41;2;776.64;48.245553,16.3725505;2004
1090;47;2;776.64;48.22774157,16.3518937;0904
1040;35;2;776.47;48.1890029,16.3707819;0404
1040;35;2;776.47;48.1898765,16.3702162;0403
1220;57;2;776.42;48.2154156,16.5019023;2227
1220;57;2;776.42;48.2164304,16.4989515;2205
1220;57;2;776.41;48.2154156,16.5019023;2227
1220;57;2;776.41;48.2154156,16.5019023;2227
1220;57;2;776.41;48.2154156,16.5019023;2227
1220;57;2;776.41;48.2154156,16.5019023;2227
1220;57;2;776.41;48.2154156,16.5019023;2227
1220;57;2;776.41;48.2159077,16.5005602;2227
1220;57;2;776.41;48.2154127,16.5019013;2227
1220;57;2;776.41;48.2154127,16.5019013;2227
1220;57;2;776.41;48.2154127,16.5019013;2227
1220;57;2;776.41;48.2164304,16.4989515;2205
1220;57;2;776.41;48.2158314,16.5010789;2227
1220;57;2;776.41;48.2158314,16.5010789;2227
1070;45;1;776.32;48.20322954,16.34679923;0704
1030;62;2;776.3;48.1941134,16.3953555;0305
1090;50;2;776.19;48.2180112,16.3429903;0903
1200;39;2;776.11;48.24531282,16.37206384;2004
1050;68;2;776;48.18732743,16.35595993;0503
1170;56;2;775.96;48.22567553,16.31097384;1704
1170;56;2;775.96;48.22567553,16.31097384;1704
1170;56;2;775.96;48.22564106,16.3104554;1704
1120;47;2;775.95;48.17198,16.32911;1208
1220;47;2;775.71;48.21512,16.48955;2223
1220;47;2;775.71;48.21512,16.48955;2223
1120;48;2;775.64;48.18162127,16.33310772;1204
1120;48;3;775.64;48.1717869,16.3209877;1207
1120;48;3;775.64;48.18006193,16.33564521;1204
1110;65;2;775.54;48.1706111,16.4117331;1103
1100;56;2;775.53;48.1695083,16.3657562;1010
1190;50;1;775.49;48.24642871,16.36118389;1902
1210;50;2;775.47;48.26396,16.41983;2107
1210;50;2;775.47;48.26396,16.41983;2107
1220;65;2;775.4;48.2473614,16.44140702;2213
1190;56;2;775.29;48.2499405,16.3261549;1907
1190;56;2;775.29;48.2499405,16.3261549;1907
1190;56;2;775.29;48.2499405,16.3261549;1907
1220;51;1;775.17;48.217311,16.4319608;2211
1210;53;2;775.16;48.278592,16.40669931;2111
1210;46;2;775.08;48.2599635,16.4191117;2124
1210;46;2;775.08;48.2599635,16.4191117;2124
1140;50;2;775.05;48.2006731,16.3041174;1401
1140;50;2;775.05;48.2006731,16.3041174;1401
1140;50;2;775.05;48.2006731,16.3041174;1401
1210;51;2;775.05;48.2963063,16.4327891;2103
1140;50;2;775.04;48.2006731,16.3041174;1401
1160;41;2;775.02;48.21442434,16.31271776;1604
1200;44;2;775.02;48.2453523,16.3738685;2001
1200;41;2;775.01;48.2453523,16.3738685;2001
1220;41;2;775.01;48.2144973,16.5124442;2228
1220;41;2;775.01;48.2144973,16.5124442;2228
1160;41;2;775.01;48.21442434,16.31271776;1604
1200;42;2;775.01;48.2397831,16.3766238;2007
1200;42;2;775.01;48.2397831,16.3766238;2007
1200;42;2;775.01;48.2397831,16.3766238;2007
1020;43;2;775.01;48.21890564,16.38948065;0201
1220;44;2;775.01;48.2144973,16.5124442;2228
1110;45;2;775.01;48.17172,16.41424;1103
1200;46;2;775.01;48.2397831,16.3766238;2007
1140;47;2;775.01;48.2008058,16.3050541;1401
1200;48;2;775.01;48.2397831,16.3766238;2007
1200;48;2;775.01;48.2397831,16.3766238;2007
1060;49;2;775.01;48.19557001,16.34710301;0603
1210;58;2;775.01;48.2963063,16.4327891;2103
1210;58;2;775.01;48.2963063,16.4327891;2103
1100;64;2;775.01;48.17244,16.36556;1007
1140;38;1;775;48.2008058,16.3050541;1401
1200;39;2;775;48.24531282,16.37206384;2004
1200;39;2;775;48.24531282,16.37206384;2004
1200;41;2;775;48.2453523,16.3738685;2001
1200;41;2;775;48.2453523,16.3738685;2001
1200;41;2;775;48.2453523,16.3738685;2001
1220;41;2;775;48.2144973,16.5124442;2228
1220;41;2;775;48.2144973,16.5124442;2228
1200;41;2;775;48.24542614,16.37472747;2001
1200;42;2;775;48.2397831,16.3766238;2007
1210;42;2;775;48.27438,16.4388;2105
1100;43;2;775;48.1876,16.3794;1001
1200;43;2;775;48.2453523,16.3738685;2001
1100;44;1;775;48.185048,16.3809469;1001
1230;45;2;775;48.1419998,16.3232203;2304
1230;45;2;775;48.1419998,16.3232203;2304
1230;45;2;775;48.1419998,16.3232203;2304
1230;45;2;775;48.1419998,16.3232203;2304
1100;45;2;775;48.17039451,16.37242023;1005
1220;46;2;775;48.235721588134766,16.488529205322266;2206
1200;46;2;775;48.2397831,16.3766238;2007
1220;46;2;775;48.235721588134766,16.488529205322266;2206
1220;47;2;775;48.21390714,16.48755772;2224
1220;47;2;775;48.21390714,16.48755772;2224
1140;47;2;775;48.2007557,16.3067049;1401
1200;48;2;775;48.2418253,16.3748763;2007
1060;49;1;775;48.1948434,16.3481702;0603
1140;50;2;775;48.2007557,16.3067049;1401
1140;50;2;775;48.2007557,16.3067049;1401
1140;50;2;775;48.2007557,16.3067049;1401
1110;52;2;775;48.17474,16.40186;1104
1150;55;2;775;48.1987927,16.3326448;1502
1070;67;2;775;48.20791,16.33873;0705
1110;70;2;775;48.1687828,16.4168905;1103
1100;70;2;775;48.15984,16.36111;1011
1020;78;3;775;48.21878,16.40219;0207
1130;88;3;775;48.17298,16.29011;1307
1140;38;1;774.99;48.2008058,16.3050541;1401
1220;39;2;774.99;48.20632676,16.51652579;2227
1220;41;2;774.99;48.21607295,16.51349703;2228
1220;41;2;774.99;48.21447204,16.51461435;2228
1220;41;2;774.99;48.21447204,16.51461435;2228
1220;41;2;774.99;48.21607295,16.51349703;2228
1220;41;2;774.99;48.21607295,16.51349703;2228
1220;41;2;774.99;48.21607295,16.51349703;2228
1220;41;2;774.99;48.2144973,16.5124442;2228
1220;41;2;774.99;48.2144973,16.5124442;2228
1200;42;2;774.99;48.2397831,16.3766238;2007
1140;43;2;774.99;48.2006731,16.3041174;1401
1140;43;2;774.99;48.2006731,16.3041174;1401
1200;43;2;774.99;48.2453523,16.3738685;2001
1220;44;2;774.99;48.21607295,16.51349703;2228
1220;44;2;774.99;48.21447204,16.51461435;2228
1140;44;2;774.99;48.2016813,16.3054919;1401
1220;44;2;774.99;48.21607295,16.51349703;2228
1220;44;2;774.99;48.21607295,16.51349703;2228
1100;44;1;774.99;48.1876,16.3794;1001
1220;44;2;774.99;48.21447204,16.51461435;2228
1220;44;2;774.99;48.2144973,16.5124442;2228
1200;45;2;774.99;48.2453523,16.3738685;2001
1230;46;2;774.99;48.1485013,16.292991;2308
1200;46;2;774.99;48.2397831,16.3766238;2007
1140;47;2;774.99;48.2008058,16.3050541;1401
1200;48;2;774.99;48.2397831,16.3766238;2007
1200;43;2;774.97;48.2453523,16.3738685;2001
1140;44;2;774.95;48.2006731,16.3041174;1401
1220;45;2;774.93;48.2522257,16.4546324;2208
1220;44;2;774.87;48.2522257,16.4546324;2208
1220;45;2;774.65;48.2522257,16.4546324;2208
1060;52;2;774.62;48.19496801,16.35075399;0602
1220;45;2;774.5;48.2522257,16.4546324;2208
1220;45;2;774.5;48.2522257,16.4546324;2208
1220;44;2;774.48;48.2522257,16.4546324;2208
1210;84;3;774.46;48.28307285,16.41212802;2111
1120;52;2;774.4;48.1864,16.3389;1201
1190;52;2;774.29;48.24574324,16.3477308;1905
1190;51;2;774.27;48.24205257,16.35618956;1904
1130;45;2;774.26;48.17535568,16.28261912;1306
1200;41;2;774.23;48.2457454,16.3728327;2004
1220;44;2;774.03;48.2522257,16.4546324;2208
1220;44;2;774.03;48.2522257,16.4546324;2208
1200;41;2;774;48.24542614,16.37472747;2001
1200;41;2;774;48.24542614,16.37472747;2001
1150;58;2;774;48.1879999,16.3335888;1504
1120;56;2;773.97;48.18182,16.33039;1205
1210;46;2;773.92;48.2599635,16.4191117;2124
1210;46;2;773.92;48.2599635,16.4191117;2124
1100;71;2;773.91;48.175286,16.37664;1004
1210;50;2;773.84;48.2638,16.4194;2107
1200;41;2;773.81;48.2457454,16.3728327;2004
1200;41;2;773.8;48.245553,16.3725505;2004
1120;51;2;773.76;48.18712,16.33856;1201
1210;52;2;773.69;48.2695178,16.3882725;2115
1160;60;2;773.69;48.2070764,16.3260198;1603
1160;60;2;773.69;48.206846,16.326114;1603
1090;49;2;773.66;48.2217,16.3519;0904
1100;53;2;773.51;48.1722497,16.3756642;1005
1100;53;2;773.51;48.1722497,16.3756642;1005
1140;52;2;773.4;48.1955951,16.28083;1406
1140;52;2;773.4;48.19226248,16.29611998;1403
1220;56;2;773.32;48.2159062,16.5018738;2205
1220;56;2;773.31;48.2154156,16.5019023;2227
1220;56;2;773.31;48.2154156,16.5019023;2227
1220;56;2;773.31;48.2159062,16.5018738;2205
1160;48;2;773.17;48.22169,16.31759;1605
1120;48;2;773.16;48.157976,16.2952984;1211
1050;46;2;773.12;48.1827586,16.3524599;0502
1210;45;2;773.1;48.2626121,16.39879546;2121
1100;45;2;773.1;48.17087152,16.37219972;1005
1140;33;2;773.06;48.1996047,16.3113293;1401
1170;58;2;773;48.22137723,16.32950542;1701
1230;62;2;773;48.14408006,16.29151928;2307
1230;62;2;773;48.14408006,16.29151928;2307
1140;43;2;772.99;48.2006731,16.3041174;1401
1140;43;2;772.99;48.2006731,16.3041174;1401
1160;61;2;772.89;48.21620991,16.3189074;1605
1160;61;2;772.89;48.21620991,16.3189074;1605
1220;39;2;772.88;48.25131245,16.4949818;2202
1190;62;2;772.74;48.2560929,16.3661537;1902
1120;64;2;772.59;48.17754133,16.33577366;1204
1200;41;2;772.46;48.2457454,16.3728327;2004
1200;41;2;772.46;48.245553,16.3725505;2004
1100;52;2;772.45;48.1633,16.3836;1023
1210;40;2;772.35;48.28307285,16.41212802;2111
1200;75;2;772.19;48.235668,16.373098;2006
1180;51;2;772.04;48.2358641,16.3191645;1805
1200;37;2;772;48.24542614,16.37472747;2001
1200;37;2;772;48.24542614,16.37472747;2001
1200;41;2;772;48.24542614,16.37472747;2001
1130;50;2;772;48.17274,16.28683;1308
1210;62;2;772;48.28307285,16.41212802;2111
1200;37;2;771.98;48.2453523,16.3738685;2001
1200;37;2;771.98;48.2457454,16.3728327;2004
1200;37;2;771.98;48.2457454,16.3728327;2004
1200;37;2;771.98;48.245553,16.3725505;2004
1200;41;2;771.97;48.2453523,16.3738685;2001
1200;41;2;771.97;48.2457454,16.3728327;2004
1050;72;2;771.89;48.18732743,16.35595993;0503
1160;72;2;771.44;48.21442434,16.31271776;1604
1150;46;2;771.37;48.1983422,16.3240525;1506
1040;38;1;771.33;48.19195,16.37497;0402
1200;37;2;771.27;48.245553,16.3725505;2004
1200;37;2;771.27;48.2457454,16.3728327;2004
1050;58;2;771.23;48.1845671,16.347715;0503
1200;40;2;771.2;48.2382369,16.386663;2002
1200;40;2;771.19;48.2382369,16.386663;2002
1200;37;2;771;48.24542614,16.37472747;2001
1020;62;2;770.86;48.21890564,16.38948065;0201
1020;62;2;770.86;48.2030684,16.4016035;0206
1040;60;3;770.85;48.1934895,16.3650254;0403
1100;71;2;770.76;48.17085605,16.35703556;1008
1110;48;2;770.67;48.16704426,16.42502769;1113
1060;42;1;770.35;48.1954669,16.3511764;0602
1200;50;2;770.01;48.23493321,16.36558798;2006
1200;50;2;770.01;48.23493321,16.36558798;2006
1040;33;1;770;48.19465,16.37334;0402
1190;35;1;770;48.2499405,16.3261549;1907
1200;38;2;770;48.2468326,16.37339486;2001
1200;38;2;770;48.2468326,16.37339486;2001
1200;38;2;770;48.2468326,16.37339486;2001
1200;38;2;770;48.2453523,16.3738685;2001
1050;38;2;770;48.18851,16.34947;0504
1220;39;2;770;48.2214,16.4765;2221
1220;39;2;770;48.2214,16.4765;2221
1220;39;2;770;48.2214,16.4765;2221
1020;40;2;770;48.21841,16.41313;0209
1200;41;2;770;48.2453523,16.3738685;2001
1200;41;2;770;48.2453523,16.3738685;2001
1200;41;2;770;48.2453523,16.3738685;2001
1200;41;2;770;48.2453523,16.3738685;2001
1220;42;2;770;48.2214,16.4765;2221
1190;44;2;770;48.24327,16.34184;1908
1100;45;2;770;48.1419337,16.397356;1018
1100;45;2;770;48.17087152,16.37219972;1005
1100;45;2;770;48.17087152,16.37219972;1005
1220;45;2;770;48.2214,16.4765;2221
1110;46;1;770;48.1747833,16.4017769;1104
1210;46;0;770;48.2564607,16.4127372;2123
1110;46;1;770;48.1747205,16.4018425;1104
1110;47;2;770;48.1747205,16.4018425;1104
1100;47;2;770;48.1419337,16.397356;1018
1220;47;2;770;48.2557999,16.4538326;2208
1210;48;3;770;48.2566867,16.4020035;2123
1130;48;2;770;48.17535568,16.28261912;1306
1110;48;2;770;48.16704426,16.42502769;1113
1110;48;2;770;48.1747205,16.4018425;1104
1150;48;2;770;48.18948,16.33046;1505
1110;49;2;770;48.1747833,16.4017769;1104
1110;49;2;770;48.1747833,16.4017769;1104
1110;49;2;770;48.1747205,16.4018425;1104
1110;49;2;770;48.1747205,16.4018425;1104
1110;49;2;770;48.1747833,16.4017769;1104
1110;49;2;770;48.1747833,16.4017769;1104
1110;49;2;770;48.1747,16.4019;1104
1220;49;3;770;48.22353067,16.5058831;2205
1110;49;2;770;48.1747205,16.4018425;1104
1160;51;2;770;48.20460627,16.31024147;1603
1020;52;2;770;48.2028,16.41967;0208
1050;52;2;770;48.18429632,16.34807315;0503
1020;53;2;770;48.21890564,16.38948065;0201
1100;54;2;770;48.17575,16.36229;1007
1210;55;2;770;48.26317,16.3984;2121
1210;55;2;770;48.27416506,16.38647265;2115
1030;55;2;770;48.19553,16.39194;0305
1210;55;2;770;48.25529,16.41182;2123
1110;55;2;770;48.17694,16.4112;1103
1030;55;2;770;48.19553,16.39194;0305
1090;57;2;770;48.22284605,16.3573228;0905
1120;57;2;770;48.1853717,16.343952;1201
1120;57;2;770;48.1853717,16.343952;1201
1120;60;2;770;48.17198,16.32911;1208
1160;60;2;770;48.2053415,16.3078083;1607
1120;60;2;770;48.17198,16.32911;1208
1120;60;2;770;48.17198,16.32911;1208
1110;62;2;770;48.17583,16.41054;1103
1220;63;3;770;48.20932,16.54011;2229
1170;65;3;770;48.2204,16.32148;1703
1170;65;2;770;48.224191,16.331567;1701
1150;67;2;770;48.18766195,16.32779092;1505
1200;67;3;770;48.23299,16.3733;2003
1170;69;2;770;48.21776,16.32474;1703
1180;72;2;770;48.22483716,16.33938408;1803
1150;77;3;770;48.18827,16.33295;1503
1200;84;3;770;48.23410107,16.37421606;2003
1200;38;2;769.99;48.2453523,16.3738685;2001
1200;43;2;769.99;48.2453523,16.3738685;2001
1200;43;2;769.99;48.2453523,16.3738685;2001
1220;46;2;769.99;48.2522257,16.4546324;2208
1220;46;2;769.99;48.2522257,16.4546324;2208
1110;46;1;769.99;48.1747205,16.4018425;1104
1220;47;2;769.99;48.2499597,16.4508607;2208
1190;62;2;769.99;48.2508099,16.3044461;1910
1220;46;2;769.98;48.2522257,16.4546324;2208
1220;46;2;769.98;48.2522257,16.4546324;2208
1220;46;2;769.98;48.2522257,16.4546324;2208
1220;46;2;769.98;48.2522257,16.4546324;2208
1220;46;2;769.98;48.2522257,16.4546324;2208
1160;58;2;769.97;48.21442434,16.31271776;1604
1220;46;2;769.96;48.2522257,16.4546324;2208
1090;43;2;769.94;48.2310188,16.3546336;0901
1220;41;2;769.91;48.2237938,16.4560325;2219
1220;46;2;769.9;48.2522257,16.4546324;2208
1220;46;2;769.9;48.2522257,16.4546324;2208
1220;46;2;769.89;48.2522257,16.4546324;2208
1220;46;2;769.89;48.2522257,16.4546324;2208
1220;45;2;769.88;48.2522257,16.4546324;2208
1220;45;2;769.88;48.2522257,16.4546324;2208
1220;45;2;769.88;48.2522257,16.4546324;2208
1220;45;2;769.88;48.2522257,16.4546324;2208
1220;45;2;769.88;48.2522257,16.4546324;2208
1220;45;2;769.88;48.2522257,16.4546324;2208
1220;45;2;769.88;48.2522257,16.4546324;2208
1220;45;2;769.88;48.2522257,16.4546324;2208
1160;55;2;769.88;48.21955271,16.31736097;1605
1160;55;2;769.88;48.2172403,16.3189335;1605
1160;55;2;769.88;48.21955271,16.31736097;1605
1210;46;2;769.87;48.2719546,16.3904443;2115
1110;66;2;769.86;48.18319,16.40963;1102
1220;45;2;769.78;48.2522257,16.4546324;2208
1220;45;2;769.78;48.2522257,16.4546324;2208
1220;46;2;769.74;48.2522257,16.4546324;2208
1220;46;2;769.74;48.2522257,16.4546324;2208
1220;46;2;769.74;48.2522257,16.4546324;2208
1220;46;2;769.74;48.2522257,16.4546324;2208
1220;41;2;769.73;48.2522257,16.4546324;2208
1220;45;2;769.73;48.2522257,16.4546324;2208
1220;46;2;769.73;48.2522257,16.4546324;2208
1220;46;2;769.72;48.2522257,16.4546324;2208
1220;41;2;769.71;48.2522257,16.4546324;2208
1200;41;2;769.71;48.2453523,16.3738685;2001
1200;39;2;769.69;48.2453523,16.3738685;2001
1070;44;1;769.69;48.20144762,16.3503852;0702
1220;46;2;769.69;48.2522257,16.4546324;2208
1220;46;2;769.69;48.2522257,16.4546324;2208
1100;60;2;769.69;48.156464,16.391068;1016
1220;44;2;769.68;48.2522257,16.4546324;2208
1220;44;2;769.68;48.2522257,16.4546324;2208
1220;42;2;769.62;48.2522257,16.4546324;2208
1220;48;2;769.62;48.2522257,16.4546324;2208
1210;46;2;769.57;48.2944605,16.4114566;2113
1220;42;2;769.56;48.2522257,16.4546324;2208
1030;42;2;769.56;48.1958348,16.3984411;0306
1150;55;2;769.53;48.20295884,16.31619535;1507
1150;55;2;769.53;48.20064,16.31564;1507
1150;55;2;769.53;48.2010863,16.3145419;1401
1150;55;2;769.53;48.2010863,16.3145419;1401
1220;41;2;769.51;48.2522257,16.4546324;2208
1180;49;2;769.51;48.22344,16.33665;1803
1220;41;2;769.49;48.2522257,16.4546324;2208
1220;47;2;769.44;48.2522257,16.4546324;2208
1220;47;2;769.43;48.2522257,16.4546324;2208
1140;53;2;769.43;48.2006731,16.3041174;1401
1110;55;1;769.42;48.16694,16.42274;1105
1180;46;2;769.3;48.22344,16.33665;1803
1130;43;2;769.25;48.18958925,16.28464834;1303
1130;43;2;769.25;48.17535568,16.28261912;1306
1120;64;2;769.14;48.17732008,16.33228384;1204
1150;78;2;769.13;48.1879999,16.3335888;1504
1150;78;2;769.13;48.1879999,16.3335888;1504
1100;63;0;769.11;48.17452,16.37279;1004
1150;52;2;769.01;48.18928429,16.32132202;1505
1200;38;2;769;48.2404368,16.37453644;2007
1200;39;2;769;48.2468326,16.37339486;2001
1110;42;2;769;48.17172,16.41424;1103
1110;43;2;769;48.1722973,16.413734;1103
1110;44;2;769;48.1716697,16.4143643;1103
1110;45;2;769;48.17172,16.41424;1103
1210;46;2;769;48.27394908,16.38581197;2115
1130;46;2;769;48.19455,16.26348;1304
1210;46;2;769;48.27394908,16.38581197;2115
1120;46;2;769;48.1648514,16.3168977;1210
1120;46;2;769;48.16628,16.31634;1210
1110;46;2;769;48.17172,16.41424;1103
1200;48;2;769;48.2340408,16.3740329;2003
1220;48;2;769;48.2376455,16.4761252;2206
1110;49;2;769;48.1747833,16.4017769;1104
1100;65;2;769;48.1779,16.3696;1006
1150;74;2;769;48.1879999,16.3335888;1504
1220;41;2;768.99;48.25245211,16.43303898;2209
1220;48;2;768.99;48.2376455,16.4761252;2206
1200;36;1;768.9;48.2397831,16.3766238;2007
1210;44;2;768.9;48.25942,16.3985;2122
1220;51;2;768.87;48.2152329,16.4840611;2223
1140;61;2;768.82;48.19691,16.28422;1406
1100;45;2;768.54;48.17759,16.37555;1004
1110;49;2;768.31;48.16704426,16.42502769;1113
1160;36;2;768.02;48.21442434,16.31271776;1604
1180;50;2;768.01;48.2252399,16.3405047;1802
1200;37;2;768;48.24542614,16.37472747;2001
1120;40;2;768;48.18296,16.33533;1201
1120;44;2;768;48.186118,16.3425754;1201
1120;45;2;768;48.17198,16.32911;1208
1180;50;2;768;48.22344,16.33665;1803
1180;50;2;768;48.22492548,16.33804102;1803
1180;50;2;768;48.2253232,16.3404353;1802
1080;54;2;768;48.20940227,16.34352414;0803
1080;54;2;768;48.20940227,16.34352414;0803
1060;57;2;768;48.19496801,16.35075399;0602
1220;83;3;768;48.22791,16.45251;2216
1100;64;2;767.98;48.1684751,16.3806445;1003
1100;57;2;767.96;48.16631,16.3888;1015
1200;41;2;767.95;48.2453523,16.3738685;2001
1200;37;2;767.91;48.2457454,16.3728327;2004
1200;37;2;767.9;48.245553,16.3725505;2004
1220;62;2;767.8;48.2152329,16.4840611;2223
1150;43;2;767.61;48.1879999,16.3335888;1504
1030;57;2;767.36;48.19818867,16.39066396;0309
1030;57;2;767.36;48.1966263,16.3914779;0305
1130;81;3;767.2;48.18995,16.28156;1303
1210;46;2;767.15;48.2944605,16.4114566;2113
1220;46;2;767.02;48.2152329,16.4840611;2223
1220;46;2;767.02;48.2152329,16.4840611;2223
1220;46;2;767.02;48.2152329,16.4840611;2223
1090;50;2;767;48.224896,16.356965;0901
1100;80;2;767;48.17155,16.3541;1008
1110;40;2;766.89;48.16704426,16.42502769;1113
1210;33;1;766.74;48.2944605,16.4114566;2113
1120;65;2;766.48;48.17668,16.32376;1206
1130;42;2;766.46;48.17535568,16.28261912;1306
1220;57;2;766.43;48.2154156,16.5019023;2227
1220;57;2;766.43;48.2154127,16.5019013;2227
1220;46;2;766.42;48.2152329,16.4840611;2223
1220;56;2;766.42;48.2154156,16.5019023;2227
1220;56;2;766.42;48.2351828,16.4810643;2206
1220;57;2;766.42;48.2154156,16.5019023;2227
1220;57;2;766.42;48.2154156,16.5019023;2227
1220;57;2;766.42;48.2154156,16.5019023;2227
1220;57;2;766.42;48.2159062,16.5018738;2205
1220;57;2;766.41;48.2154156,16.5019023;2227
1220;57;2;766.41;48.2159077,16.5005602;2227
1220;57;2;766.41;48.2159062,16.5018738;2205
1220;57;2;766.41;48.2164304,16.4989515;2205
1210;48;2;766.39;48.26396,16.41983;2107
1220;47;2;766.28;48.2259228,16.5055051;2205
1150;43;2;766;48.19891,16.31457;1506
1050;88;3;766;48.18848,16.34548;0504
1220;43;2;765.93;48.25067,16.43701;2209
1190;46;2;765.78;48.2499405,16.3261549;1907
1220;59;2;765.76;48.2152329,16.4840611;2223
1160;42;2;765.7;48.220136,16.320265;1605
1170;62;3;765.66;48.21823,16.32951;1702
1200;53;2;765.49;48.2362977,16.38168832;2008
1220;72;3;765.49;48.226,16.5012;2205
1120;42;2;765.38;48.17198,16.32911;1208
1120;72;3;765.33;48.1717869,16.3209877;1207
1200;39;2;765.27;48.2457454,16.3728327;2004
1150;66;2;765.17;48.20282384,16.31526237;1507
1200;37;2;765;48.2453523,16.3738685;2001
1200;39;2;765;48.24542614,16.37472747;2001
1200;41;2;765;48.2453523,16.3738685;2001
1200;41;2;765;48.2453523,16.3738685;2001
1200;41;2;765;48.2453523,16.3738685;2001
1200;43;2;765;48.24531282,16.37206384;2004
1200;43;2;765;48.2453523,16.3738685;2001
1230;44;1;765;48.1430331,16.31155;2304
1200;45;2;765;48.2453523,16.3738685;2001
1200;45;2;765;48.2460285,16.3729656;2004
1200;45;2;765;48.2457454,16.3728327;2004
1200;45;2;765;48.2453523,16.3738685;2001
1190;56;2;765;48.245951,16.3589336;1902
1020;56;2;765;48.22364,16.39013;0201
1210;57;2;765;48.26377,16.39863;2121
1160;59;2;765;48.21939,16.31931;1605
1220;83;3;765;48.2341,16.44299;2212
1200;41;2;764.99;48.2453523,16.3738685;2001
1220;45;2;764.89;48.2522257,16.4546324;2208
1220;47;2;764.84;48.2152329,16.4840611;2223
1220;44;2;764.75;48.2522257,16.4546324;2208
1220;45;2;764.74;48.2522257,16.4546324;2208
1110;50;2;764.72;48.1769926,16.40927977;1103
1200;57;2;764.67;48.2378455,16.3771817;2007
1210;41;2;764.62;48.2622009,16.422995;2107
1210;41;2;764.62;48.2622009,16.422995;2107
1220;44;2;764.57;48.2522257,16.4546324;2208
1220;44;2;764.55;48.2522257,16.4546324;2208
1220;44;2;764.49;48.2522257,16.4546324;2208
1220;44;2;764.49;48.2522257,16.4546324;2208
1220;44;2;764.48;48.2522257,16.4546324;2208
1220;44;2;764.45;48.2522257,16.4546324;2208
1220;44;2;764.45;48.2522257,16.4546324;2208
1220;44;2;764.45;48.25167308,16.45101356;2208
1220;45;2;764.45;48.2522257,16.4546324;2208
1140;43;2;764.38;48.2006731,16.3041174;1401
1140;43;2;764.38;48.2006731,16.3041174;1401
1220;44;2;764.38;48.2522257,16.4546324;2208
1110;65;2;764.29;48.1701011,16.4120257;1103
1120;42;2;764.06;48.178409,16.333825;1204
1160;38;2;764;48.21566989,16.31257937;1605
1160;40;2;764;48.21442434,16.31271776;1604
1100;44;2;764;48.1746888,16.3569785;1008
1100;44;2;763.99;48.17087152,16.37219972;1005
